ÁREA DE SALUD;ZONA DE SALUD;MUNICIPIO;CASOS
DON BENITO-VILLANUEVA;CAMPANARIO;CAMPANARIO;7
DON BENITO-VILLANUEVA;CAMPANARIO;QUINTANA DE LA SERENA;6
DON BENITO-VILLANUEVA;CASTUERA;BENQUERENCIA DE LA SERENA;1
DON BENITO-VILLANUEVA;CASTUERA;CASTUERA;10
DON BENITO-VILLANUEVA;CASTUERA;MONTERRUBIO DE LA SERENA;1
DON BENITO-VILLANUEVA;DON BENITO;DON BENITO;72
DON BENITO-VILLANUEVA;DON BENITO;MEDELLÍN;2
DON BENITO-VILLANUEVA;DON BENITO;YELBES;2
DON BENITO-VILLANUEVA;HERRERA DEL DUQUE;FUENLABRADA DE LOS MONTES;3
DON BENITO-VILLANUEVA;HERRERA DEL DUQUE;HELECHOSA DE LOS MONTES;3
DON BENITO-VILLANUEVA;HERRERA DEL DUQUE;HERRERA DEL DUQUE;29
DON BENITO-VILLANUEVA;HERRERA DEL DUQUE;VALDECABALLEROS;1
DON BENITO-VILLANUEVA;ORELLANA LA VIEJA;GARGALIGAS;1
DON BENITO-VILLANUEVA;SANTA AMALIA;HERNAN CORTES;2
DON BENITO-VILLANUEVA;SANTA AMALIA;SANTA AMALIA;8
DON BENITO-VILLANUEVA;SIRUELA;BATERNO;3
DON BENITO-VILLANUEVA;SIRUELA;TAMUREJO;1
DON BENITO-VILLANUEVA;TALARRUBIAS;CASAS DE DON PEDRO;1
DON BENITO-VILLANUEVA;TALARRUBIAS;TALARRUBIAS;11
DON BENITO-VILLANUEVA;VILLANUEVA DE LA SERENA;ENTRERRIOS;3
DON BENITO-VILLANUEVA;VILLANUEVA DE LA SERENA;PALAZUELO;1
DON BENITO-VILLANUEVA;VILLANUEVA DE LA SERENA;TORVISCAL (EL);2
DON BENITO-VILLANUEVA;VILLANUEVA DE LA SERENA;VALDIVIA;1
DON BENITO-VILLANUEVA;VILLANUEVA DE LA SERENA;VILLANUEVA DE LA SERENA;21
DON BENITO-VILLANUEVA;ZALAMEA DE LA SERENA;ZALAMEA DE LA SERENA;1
LLERENA-ZAFRA;AZUAGA;AZUAGA;11
LLERENA-ZAFRA;AZUAGA;GRANJA DE TORREHERMOSA;1
LLERENA-ZAFRA;AZUAGA;MAGUILLA;1
LLERENA-ZAFRA;AZUAGA;RETAMAL DE LLERENA;5
LLERENA-ZAFRA;FREGENAL DE LA SIERRA;SEGURA DE LEÓN;1
LLERENA-ZAFRA;FUENTE DE CANTOS;FUENTE DE CANTOS;1
LLERENA-ZAFRA;FUENTE DEL MAESTRE;FERIA;2
LLERENA-ZAFRA;FUENTE DEL MAESTRE;FUENTE DEL MAESTRE;19
LLERENA-ZAFRA;LLERENA;LLERENA;3
LLERENA-ZAFRA;SANTOS DE MAIMONA (LOS);SANTOS DE MAIMONA (LOS);7
LLERENA-ZAFRA;ZAFRA;ALCONERA;1
LLERENA-ZAFRA;ZAFRA;MEDINA DE LAS TORRES;6
LLERENA-ZAFRA;ZAFRA;PUEBLA DE SANCHO PEREZ;2
LLERENA-ZAFRA;ZAFRA;VALENCIA DEL VENTOSO;1
LLERENA-ZAFRA;ZAFRA;ZAFRA;1
MÉRIDA;ACEUCHAL;ACEUCHAL;16
MÉRIDA;ACEUCHAL;SOLANA DE LOS BARROS;3
MÉRIDA;ACEUCHAL;VILLALBA DE LOS BARROS;6
MÉRIDA;ALMENDRALEJO;ALMENDRALEJO;26
MÉRIDA;CALAMONTE;ARROYO DE SAN SERVÁN;8
MÉRIDA;CALAMONTE;CALAMONTE;2
MÉRIDA;CORDOBILLA DE LACARA;CARMONITA;2
MÉRIDA;CORDOBILLA DE LACARA;NAVA DE SANTIAGO (LA);2
MÉRIDA;GUAREÑA;CRISTINA;2
MÉRIDA;GUAREÑA;GUAREÑA;5
MÉRIDA;GUAREÑA;OLIVA DE MÉRIDA;5
MÉRIDA;GUAREÑA;VALDETORRES;7
MÉRIDA;HORNACHOS;HORNACHOS;1
MÉRIDA;HORNACHOS;PUEBLA DE LA REINA;1
MÉRIDA;MÉRIDA;DON ÁLVARO;2
MÉRIDA;MÉRIDA;GARROVILLA (LA);2
MÉRIDA;MÉRIDA;MÉRIDA;54
MÉRIDA;MÉRIDA;TRUJILLANOS;4
MÉRIDA;VILLAFRANCA DE LOS BARROS;RIBERA DEL FRESNO;1
MÉRIDA;VILLAFRANCA DE LOS BARROS;VILLAFRANCA DE LOS BARROS;32
MÉRIDA;ZARZA (LA);ALANGE;1
MÉRIDA;ZARZA (LA);VILLAGONZALO;2
MÉRIDA;ZARZA (LA);ZARZA (LA);5
NAVALMORAL DE LA MATA;ALMARAZ;ALMARAZ;3
NAVALMORAL DE LA MATA;ALMARAZ;SAUCEDILLA;2
NAVALMORAL DE LA MATA;LOSAR DE LA VERA;LOSAR DE LA VERA;1
NAVALMORAL DE LA MATA;LOSAR DE LA VERA;ROBLEDILLO DE LA VERA;1
NAVALMORAL DE LA MATA;NAVALMORAL DE LA MATA;CASATEJADA;1
NAVALMORAL DE LA MATA;NAVALMORAL DE LA MATA;NAVALMORAL DE LA MATA;39
NAVALMORAL DE LA MATA;TALAYUELA;BARQUILLA DE PINARES;3
NAVALMORAL DE LA MATA;TALAYUELA;TIETAR;1
NAVALMORAL DE LA MATA;VILLANUEVA DE LA VERA;MADRIGAL DE LA VERA;2
NAVALMORAL DE LA MATA;VILLANUEVA DE LA VERA;VILLANUEVA DE LA VERA;1
PLASENCIA;AHIGAL;AHIGAL;3
PLASENCIA;ALDEANUEVA DEL CAMINO;ABADIA;1
PLASENCIA;ALDEANUEVA DEL CAMINO;ZARZA DE GRANADILLA;5
PLASENCIA;ALDEANUEVA DEL CAMINO;VALDELAMATANZA;1
PLASENCIA;CABEZUELA DEL VALLE;CABEZUELA DEL VALLE;10
PLASENCIA;CASAS DEL CASTAÑAR;CASAS DEL CASTAÑAR;4
PLASENCIA;HERVAS;HERVAS;2
PLASENCIA;JARAIZ DE LA VERA;GARGANTA LA OLLA;2
PLASENCIA;JARAIZ DE LA VERA;JARAIZ DE LA VERA;4
PLASENCIA;MOHEDAS DE GRANADILLA;CASAR DE PALOMERO;1
PLASENCIA;MONTEHERMOSO;MONTEHERMOSO;2
PLASENCIA;PLASENCIA;CARCABOSO;1
PLASENCIA;PLASENCIA;MALPARTIDA DE PLASENCIA;3
PLASENCIA;PLASENCIA;PLASENCIA;28
PLASENCIA;PLASENCIA;RIOLOBOS;3
PLASENCIA;PLASENCIA;VALDEIÑIGOS;2
PLASENCIA;SERRADILLA;MIRABEL;6
