ÁREA DE SALUD;ZONA DE SALUD;MUNICIPIO;CASOS
MÉRIDA;ACEUCHAL;SOLANA DE LOS BARROS;3
MÉRIDA;ALMENDRALEJO;ALMENDRALEJO;7
MÉRIDA;CALAMONTE;ARROYO DE SAN SERVÁN;1
MÉRIDA;CALAMONTE;CALAMONTE;2
MÉRIDA;CALAMONTE;TORREMEJIA;1
MÉRIDA;GUAREÑA;GUAREÑA;1
MÉRIDA;MÉRIDA;ESPARRAGALEJO;2
MÉRIDA;MÉRIDA;MÉRIDA;6
MÉRIDA;VILLAFRANCA DE LOS BARROS;VILLAFRANCA DE LOS BARROS;4
MÉRIDA;ZARZA (LA);ZARZA (LA);4
NAVALMORAL DE LA MATA;BOHONAL DE IBOR;FRESNEDOSO DE IBOR;1
NAVALMORAL DE LA MATA;LOSAR DE LA VERA;GUIJO DE SANTA BARBARA;1
NAVALMORAL DE LA MATA;NAVALMORAL DE LA MATA;NAVALMORAL DE LA MATA;7
NAVALMORAL DE LA MATA;NAVALMORAL DE LA MATA;ROSALEJO;1
NAVALMORAL DE LA MATA;TALAYUELA;TALAYUELA;3
PLASENCIA;ALDEANUEVA DEL CAMINO;ABADIA;2
PLASENCIA;ALDEANUEVA DEL CAMINO;ALDEANUEVA DEL CAMINO;1
PLASENCIA;CABEZUELA DEL VALLE;CABEZUELA DEL VALLE;1
PLASENCIA;HERVÁS;BAÑOS DE MONTEMAYOR;4
PLASENCIA;HERVÁS;HERVÁS;3
PLASENCIA;JARAIZ DE LA VERA;ARROYOMOLINOS DE LA VERA;2
PLASENCIA;JARAIZ DE LA VERA;JARAIZ DE LA VERA;1
PLASENCIA;MONTEHERMOSO;MONTEHERMOSO;1
PLASENCIA;PLASENCIA;MALPARTIDA DE PLASENCIA;3
PLASENCIA;PLASENCIA;PLASENCIA;21
PLASENCIA;SERRADILLA;TORREJON EL RUBIO;1
